Sentence #;Word;POS;Tag
;Licence;NN;
;fondamentale;NN;
;Economie;NN;
;gestion;NN;
4814;Faculté;NN;
;Mohammed;VBN;
;souissi;NN;
4815;2013-2014;JJ;
;Attestation;NN;
;informatique;NN;
;bureautique;NN;
4816;2011-2012;JJ;
;Baccalauréat;NN;
;spécialité;NN;
;Sciences;NNS;
;vie;NN;
;terre;NN;
4817;Assez;NN;
;bien;NN;
4818;EXPERIENCES;NNS;
;PROFESSIONNELLES;NNS;
4819;mois;NN;
;travail;NN;
;sein;NN;
;librairie;NN;
;Informat;NN;
4820;mois;NN;
;travail;NN;
;tant;NN;
;télévendeuse;NN;
;sein;NN;
;d'un;NN;
;centre;NN;
;d'appel;NN;
;OXO;NN;
4821;Bureautique;NN;
;Word;NN;
;Power;NN;
;point;NN;
;Excel;NN;
4822;Comptabilité;NN;
;générale;NN;
;analytique;NN;
4823;Analyse;NN;
;diagnostic;JJ;
;financier;NN;
4825;Techniques;NNS;
;vente;NN;
4826;CONNAISSANCES;NNS;
;LINGUISTIQUES;NN;
4827;langue;NN;
;maternelle;NN;
4828;Francais;NN;
;bon;NN;
;niveau;NN;
4829;bon;NN;
;niveau;NN;
4830;Anglais;NN;
4831;CENTRES;NN;
;INTERET;NN;
4832;Voyage;NN;
4833;Internet;NN;
4834;Lecture;NN;
4835;Sens;NNS;
;communication;NN;
;ponctualité;NN;
;qualités;NN;
4836;définissent;NN;
4837;Mehdi;NN;
;GAOUCH;NN;
4838;Ingénieur;NN;
;Systéme;NN;
;Réseau;NN;
4839;Lot;NN;
;Soufiane;NN;
;Imm;NN;
;App;NN;
;Sidi;NN;
;Madrouf;NN;
4840;Tél;NN;
;06.63.52.78.31;CD;
4841;Sécurité;NN;
;Informatique;NN;
4842;Email;NN;
;gaouch.elmehdi;NN;
;gmail.com;NN;
4843;ans;NNS;
;marié;NN;
4844;EXPERIENCE;NN;
;PROFESSIONNELLE;NN;
4845;24/12/2014;CD;
4846;GAPGEMINI;NN;
;Consultant;NN;
;Systeme;NN;
;Infra;NN;
4847;Client;NN;
;TOTAL;NN;
;France;NNP;
;Branche;NN;
;GAZ;NN;
4848;Activité;NN;
;Principale;NN;
4849;Administration;NN;
;environnement;NN;
;virtuel;NN;
;Vsphere;RB;
;4.1;CD;
;5.1;CD;
;5.5;CD;
4850;Administration;NN;
;environnement;NN;
;virtuel;NN;
;Hyper-V;NN;
;Console;NN;
;SCVMM;NN;
;2012;CD;
4851;Administration;NN;
;serveurs;NNS;
;Conrôleur;NN;
;domaine;NN;
4852;Administration;NN;
;serveurs;NNS;
;DFS;NN;
;via;IN;
;DFS;NN;
;Management;NN;
;Console;NN;
4854;Administration;NN;
;serveurs;NNS;
;partage;NN;
;gestion;NN;
;droits;NNS;
;accés;NN;
;via;IN;
;explorateur;NN;
4855;Windows;NNS;
;outil;NN;
;Security;NN;
;Explorer;NN;
;9.5;CD;
;propre;NN;
;DELL;NN;
4856;Administration;NN;
;serveurs;NNS;
;Citrix;NN;
;6.5;CD;
;Getion;NN;
;droits;NNS;
;accès;NN;
;Publication;NN;
4857;applications;NNS;
4858;Administration;NN;
;serveurs;NNS;
;Anti-virus;NN;
;Symantec;NN;
4859;Administration;NN;
;chassis;NN;
;C7000;NN;
4860;Administration;NN;
;Gestion;NN;
;Incidents;NNS;
;Materiel;NN;
;Consoles;NNS;
;Insight;NN;
;IBM;NNP;
;Director;NN;
4861;Téledistribution;NN;
;packages;NNS;
;Patchs;NNS;
;sécurité;NN;
;Windows;NNS;
;upgrade;NN;
;via;IN;
;SCCM;NN;
;2007;CD;
4863;Mise;NN;
;œuvre;NN;
;serveurs;NNS;
;licence;NN;
;applicative;JJ;
;gestionnaire;NN;
;licence;NN;
;flexnet;NN;
4864;schlumberger;NN;
4865;Restauration;NN;
;Systèmes;NNS;
;via;IN;
;Networker;NN;
;Disaster;NN;
;Recovery;NN;
4866;Restauration;NN;
;données;NN;
;partagés;NN;
;via;IN;
;NETAPP;NN;
4867;Intégration;NN;
;serveurs;NNS;
;Virtuels;NNS;
;serveurs;NNS;
;Physique;NN;
;Post;NN;
;Install;NN;
;Post;NN;
;Conf;NN;
4868;Gestion;NN;
;incidents;NNS;
;système;NN;
;infra;NN;
;Windows;NNS;
;Citrix;NN;
;Vmware;NN;
;Hyper-v;NN;
4870;Gestion;NN;
;changements;NNS;
;élaboration;NN;
;FDR;NN;
;assurer;NN;
;suivi;NN;
;changements;NNS;
4871;26/12/2011;CD;
4872;CGI;NN;
;Ingénieur;NN;
;Systeme;NN;
4873;lent;NN;
;SILCA;NN;
;Crédit;NN;
;Agrico;NN;
4874;France;NNP;
4875;Activité;NN;
;Principale;NN;
4876;Mise;NN;
;œuvre;NN;
;serveurs;NNS;
;contrôleurs;NNS;
;domaines;NNS;
;messagerie;NN;
;impression;NN;
4877;partage;NN;
4878;Mise;NN;
;oeuvre;NN;
;clusters;NNS;
;base;NN;
;donné;NN;
4879;Mise;NN;
;oeuvre;NN;
;teaming;VBG;
4880;Mise;NN;
;œuvre;NN;
;ESXs;NN;
;ESXi;NN;
;Hyper-V;NN;
4881;Mise;NN;
;œuvre;NN;
;Vcenters;NNS;
4882;Mise;NN;
;œuvre;NN;
;correctifs;NN;
;sécurité;NN;
;Windows;NNS;
;upgrade;NN;
;systèmes;NNS;
;Windows;NNS;
4884;Administration;NN;
;serveurs;NNS;
;Windows;NNS;
;3000;CD;
;serveurs;NNS;
;compte;NN;
;groupe;NN;
;Crédit;NN;
4885;Agricole;NN;
;francais;NN;
4886;Administration;NN;
;Cluster;NN;
;base;NN;
;données;NN;
4887;Administration;NN;
;ESX;NN;
;ESXi;NN;
;Hyper-V;NN;
;machines;NNS;
;virtuelles;NNS;
4888;Administration;NN;
;serveur;NN;
;antivirus;NN;
;sophos;NN;
4890;Gestion;NN;
;Active;JJ;
;directory;NN;
;droits;NNS;
;accés;NN;
;ressources;NNS;
;tel;NN;
;partages;NNS;
4891;imprimantes;NNS;
4892;Contrôle;NN;
;console;NN;
;matérielle;NN;
;Insight;NN;
4893;Contrôle;NN;
;bon;NN;
;déroulement;NN;
;sauvegardes;NNS;
;Backup;NN;
;Exec;NN;
4894;Restauration;NN;
;données;NN;
;utilisateurs;NNS;
4895;Assurer;NN;
;suivi;NN;
;changements;NNS;
4896;Analyse;NN;
;problèmes;NNS;
;réalisation;NN;
;plans;NNS;
;actions;NNS;
4898;Réalisation;NN;
;reporting;NN;
;mensuel;NN;
;anti-virus;NN;
;correctifs;NN;
;incidents;NNS;
;problèmes;NNS;
4899;Activité;NN;
;Secondaire;NN;
4900;Formateur;NN;
;ITIL;NN;
4901;Formateur;NN;
;Administration;NN;
;Windows;NNS;
4902;Gestionnaire;NN;
;Processus;NN;
;Documentation;NN;
4903;23/01/2009;CD;
4904;ACCOLADE;NN;
;Administrateur;NN;
;Système;NN;
;Réseau;NN;
;Sécurité;NN;
4905;Direction;NN;
;systèmes;NNS;
;d'information;NN;
4906;Activité;NN;
;Principale;NN;
4908;Partie;NN;
;Systeme;NN;
4909;Supervision;NN;
;intervention;NN;
;contrôleurs;NNS;
;domaine;NN;
4910;Supervision;NN;
;intervention;NN;
;serveurs;NNS;
;messagerie;NN;
4911;Supervision;NN;
;intervention;NN;
;serveurs;NNS;
;WSUS;NN;
4912;Administration;NN;
;intervention;NN;
;serveurs;NNS;
;d'impression;NN;
4913;Supervision;NN;
;intervention;NN;
;serveurs;NNS;
;métiers;NNS;
;performer;NN;
;easyphone;NN;
4915;Supervision;NN;
;intervention;NN;
;serveur;NN;
;sauvegarde;NN;
;Backup;NN;
;EXEC;NN;
4916;Supervision;NN;
;intervention;NN;
;serveurs;NNS;
;ESXi;NN;
4918;Partie;NN;
;Réseau;NN;
4919;Supervision;NN;
;intervention;NN;
;switchs;NN;
;Cisco;NN;
;Avaya;NN;
4920;Supervision;NN;
;intervention;NN;
;routeurs;NNS;
;Cisco;NN;
4922;Partie;NN;
;Sécurité;NN;
4923;Supervision;NN;
;intervention;NN;
;firwall;NN;
;ASA;NN;
4924;Supervision;NN;
;intervention;NN;
;IPS;NN;
;stonesoft;NN;
4925;Supervision;NN;
;administration;NN;
;intervention;NN;
;serveur;NN;
;anti-virus;NN;
4926;Supervision;NN;
;administration;NN;
;intervention;NN;
;serveur;NN;
;IMSS;NN;
;Mailing;VBG;
;filtre;NN;
4927;Supervision;NN;
;administration;NN;
;intervention;NN;
;serveur;NN;
;Websense;NN;
;Web;NN;
;filtring;VBG;
4929;Supervision;NN;
;administration;NN;
;intervention;NN;
;serveurs;NNS;
;gestion;NN;
;badges;NNS;
4930;UGM;NN;
;Fermax;NN;
4931;Projets;NNS;
;réalisés;NN;
4932;Migration;NN;
;windows;NNS;
;2003;CD;
;server;NN;
;vers;NNS;
;windows;NNS;
;2008;CD;
;server;NN;
4933;Migration;NN;
;Exchange;NNP;
;2003;CD;
;vers;NNS;
;Exchange;NNP;
;2010;CD;
4934;Mise;NN;
;place;NN;
;plateforme;NN;
;virtualisation;NN;
;ESXi;NN;
;5.0;CD;
4935;Mise;NN;
;place;NN;
;Websense;NN;
;version;NN;
;7.6;CD;
4936;Mise;NN;
;place;NN;
;IMSS;NN;
;version;NN;
;7.1;CD;
4937;Mise;NN;
;place;NN;
;serveur;NN;
;OCS;NN;
;l'interfacer;NN;
;GLPI;NN;
4939;Membre;NN;
;équipe;NN;
;contribué;NN;
;obtention;NN;
;certification;NN;
;PCI;NN;
;DSS;NN;
4940;Master;NN;
;Universitaire;NN;
;Professionnel—;NN;
;FST;NN;
;Settat;NN;
4941;Master;NN;
;Universitaire;NN;
;Systemes;NNS;
;Réseaux;NN;
;Sécurité;NN;
;Faculté;NN;
;Sciences;NNS;
;Techniques;NNS;
4942;Settat;NN;
;FST;NN;
;Université;NN;
;Hassan;NNP;
;ter;NN;
4943;Licence;NN;
;Universitaire;NN;
;Professionnelle;NNP;
;FST;NN;
;Settat;NN;
4944;Licence;NN;
;Universitaire;NN;
;Administrateur;NN;
;Des;NNP;
;Systemes;NNS;
;Applications;NNS;
;Faculté;NN;
;Sciences;NNS;
4945;Techniques;NNS;
;Settat;NN;
;FST;NN;
;Université;NN;
;Hassan;NNP;
;1er;CD;
4946;Diplôme;NN;
;Technicien;NN;
;Spécialisé;NN;
;ISTA;NN;
;NTIC;NN;
;Settat;NN;
4947;Diplôme;NN;
;Technicien;NN;
;Spécialisé;NN;
;Systemes;NNS;
;Réseaux;NN;
;Informatiques;NNS;
;ISTA;NN;
;NTIC;NN;
;Settat;NN;
4948;Baccalauréat;NN;
;lycée;NN;
;Ibn-Abbad;NN;
;Settat;NN;
4949;Baccalauréat;NN;
;série;NN;
;sciences;NNS;
;expérimentales;NNS;
;lycée;NN;
;Ibn-Abbad;NN;
;Settat;NN;
4950;CERTIFICATION;NN;
;FORMATION;NN;
4951;Certification;NN;
;CISCO;NN;
;CCNA;NN;
;CCNA2;NN;
4952;Certification;NN;
;ITIL;NN;
4953;Certification;NN;
;MCSA;NN;
;Windows;NNS;
;2008;CD;
;Server;NN;
4954;Préparation;NN;
;MCT;NN;
;Windows;NNS;
;2012;CD;
;Server;NN;
4955;Formation;NN;
;VSPHER;NN;
;5.1;CD;
4956;Formation;NN;
;Windows;NNS;
;server;NN;
;2012;CD;
4957;LANGUES;NN;
;INFORMATIQUE;NN;
4958;CENTRES;NN;
;D'INTERET;NN;
4959;Péche;NN;
4960;Péche;NN;
;eaux;NN;
;douces;NNS;
;Barrage;NN;
;Riviere;RB;
4961;Handball;NN;
;Ancien;NN;
;Professionnel;NNS;
;Football;NN;
;Cadre;NN;
;Amicale;NN;
4962;Ingénieur;NN;
;état;NN;
4963;Ecole;NN;
;Mohammadia;NNP;
;Ingénieurs;NNS;
4964;Nom;NN;
;prénom;NN;
;RHAFLOUN;NN;
;Hamza;NN;
4965;Date;NN;
;naissance;NN;
;24/03/1988;CD;
4966;Langues;NNS;
;Arabe;NN;
;Français;NN;
;Anglais;NN;
4967;tel;NN;
4968;Adresse;NN;
;mail;NN;
;h.rhafloun;NN;
;gmail.com;NN;
4969;2009-2012;JJ;
;Cycle;NN;
;Ingénieur;NN;
;Etat;NN;
;Ecole;NN;
;Mohammedia;NNP;
;Ingénieurs;NNS;
;EMD;NN;
4970;Génie;NNP;
;Modélisation;NN;
;Informatique;NN;
;scientifique;NN;
4971;2006-2009;JJ;
;Classes;NNS;
;Préparatoires;NNS;
;Grandes;NNS;
;Ecoles;NNS;
;Ingénieurs;NNS;
;CPR;NN;
;Tanger;NN;
4972;Option;NN;
;Mathématiques;NNS;
;Physiques;NNS;
4973;Juillet;NN;
;2006;CD;
;Baccalauréat;NN;
;série;NN;
;Mathématiques;NNS;
4974;Expérience;NN;
;professionnelle;NN;
4975;Depuis;NN;
;Aout;IN;
;2012;CD;
;Ingénieur;NN;
;études;NNS;
;SETRAT;NN;
;Rabat;NN;
4976;Société;NN;
;spécialisée;NN;
;travaux;NN;
;aménagement;NN;
;Voirie;NN;
;assainissement;NN;
;Route;NN;
;ouvrage;NN;
;art;NN;
4977;Missions;NNS;
4978;Etudes;NNS;
;techniques;NNS;
4979;Analyse;NN;
;DCE;NN;
;l'APD;NN;
;plans;NNS;
;pieces;NNS;
;écrites;NNS;
4980;Verification;NN;
;avant-métrés;NN;
;selon;NN;
;DCE;NN;
;APD;NN;
4981;Réalisation;NN;
;plans;NNS;
;d'exécution;NN;
;selon;NN;
;normes;NNS;
;vigueur;NN;
4982;Elaboration;NN;
;plans;NNS;
;implantation;NN;
;destinés;NN;
;travaux;NN;
;topographiques;NNS;
4983;Calages;NNS;
;différents;NNS;
;réseaux;NN;
;voirie;NN;
;assainissement;NN;
;AEP;NN;
4984;Etude;NN;
;dimensionnement;NN;
;ouvrages;NNS;
;d'assainissement;NN;
;regards;NNS;
;dalots;NNS;
;passages;NNS;
;busée;NN;
4985;Elaboration;NN;
;tracés;NN;
;coupes;NNS;
;permettant;NN;
;davantage;NN;
;précision;NN;
;l'exécution;NN;
4986;Etude;NN;
;conception;NN;
;routiére;NN;
;type;NN;
;REFT;NN;
4987;Etude;NN;
;prix;NN;
4988;Prise;NN;
;charge;NN;
;analyse;NN;
;dossiers;NNS;
;appels;NNS;
;offres;NNS;
4989;Vérification;NN;
;établissement;NN;
;métrés;NN;
;nécessaires;NNS;
;chiffrage;NN;
4990;Consultation;NN;
;obtenir;NN;
;meilleures;NNS;
;offres;NNS;
;fournisseurs;NNS;
;sous-traitants;NNS;
4991;Etablissement;NN;
;budget;NN;
;prévisionnel;NN;
;projet;NN;
4992;Etablissement;NN;
;révision;NN;
;périodique;NN;
;plannings;NNS;
4993;Appui;NN;
;équipes;NNS;
;travaux;NN;
;compréhension;NN;
;projet;NN;
4994;Février;NN;
;Mai;NN;
;2012;CD;
;Projet;NN;
;Fin;NN;
;Etude;NN;
;TEAM;NN;
;MAROC;NN;
;Rabat;NN;
4995;Sujet;NN;
;Etude;NN;
;pont-dalle;NN;
;quatre;NN;
;travées;NN;
;hyperstatique;NN;
4996;Taches;NNS;
4997;Modélisation;NN;
;ouvrage;NN;
;aide;NN;
;logiciel;NN;
;Robot;NN;
;Structural;JJ;
;Analysis;NN;
4998;Introduction;NN;
;combinaisons;NNS;
;charges;NNS;
;selon;NN;
;fascicules;NNS;
;normes;NNS;
;vigueur;NN;
4999;Calcul;NN;
;éléments;NNS;
;finis;NN;
;différents;NNS;
;éléments;NNS;
;ouvrage;NN;
;savoir;NN;
;tablier;NN;
;appuis;NN;
5000;Etablissement;NN;
;rapport;NN;
;détaillé;NN;
5001;Août;NN;
;2011;CD;
;Stage;NN;
;Ingénieur;NN;
;SETRAT;NN;
;Rabat;NN;
5002;Taches;NNS;
5003;Consultation;NN;
;dossiers;NNS;
;exécutions;NNS;
;Plans;NNS;
;mémoire;NN;
;technique;NN;
;Planning…;NN;
;etc;NN;
5004;Etablissement;NN;
;avant-métrés;NN;
5005;Exploitation;NN;
;plans;NNS;
;Autocad;NN;
;vue;NN;
;plan;NN;
;coupes;NNS;
;..etc;NN;
5006;Juillet;NN;
;2010;CD;
;Stage;NN;
;Initiation;NN;
;office;NN;
;régional;NN;
;mise;NN;
;valeur;NN;
;agricole;NN;
;Gharb;NN;
5007;élaboration;NN;
;application;NN;
;gestion;NN;
;stock;NN;
5008;Taches;NNS;
5009;Analyse;NN;
;situation;NN;
;récolte;NN;
;données;NN;
5010;Etablissement;NN;
;algorithme;NN;
5011;Ecriture;NN;
;code;NN;
;Visual;JJ;
;basic;JJ;
5012;Tests;NNS;
;correction;NN;
;erreurs;NNS;
5013;Rédaction;NN;
;rapport;NN;
;stage;NN;
5014;Compétences;NNS;
5015;Génie;NNP;
;civil;JJ;
5016;Voirie;NN;
;Réseaux;NN;
;Divers;NNS;
;Résistance;NN;
;Matériaux;NN;
;béton;NN;
;armé;NN;
;modélisation;NN;
;calcul;NN;
;structures;NNS;
5017;calcul;NN;
;éléments;NNS;
;finis;NN;
;structures;NNS;
;mécanique;NN;
;fluides;NNS;
5018;Finance;NN;
;économie;NN;
5019;Analyse;NN;
;financiere;RB;
;Macroéconomie;NN;
;Microéconomie;NN;
;Comptabilité;NN;
;générale;NN;
;analytique;NN;
5020;Logiciels;NNS;
;compétences;NNS;
;informatiques;NNS;
5021;Auto;NN;
;CAD;NN;
;COVADIS;NN;
;Piste;NN;
;Mensura;NN;
;Robot;NN;
;Structural;JJ;
;Analysis;NN;
;CBS;NNP;
5022;Word;NN;
;Excel;NN;
;Project;NN;
5023;Java;NN;
;C++;NN;
;Visual;JJ;
;Basic;JJ;
5024;Loisirs;NNS;
5025;Voyage;NN;
;Free;JJ;
;fight;NN;
;Bodyboard;NNP;
5026;Hassan;NNP;
;KBAICH;NNP;
5027;ans;NNS;
5028;Khalil;NNP;
;Rue;NN;
;N°50;NN;
5029;Lavillette-;JJ;
;Casablanca-;NN;
;MAROC;NN;
5030;2,13E+11;NN;
;/+212621497797;NN;
5031;Ingénieur;NN;
;Genie;NNP;
;électrique;NN;
;Automatisme;NN;
;Industrielle;NNP;
5032;Etudes;NNS;
;Diplômes;NNS;
5033;2009-2012;JJ;
;Ingénieur;NN;
;Automatisme;NN;
;Informatique;NN;
;Industrielle;NNP;
;l'EMSI;NN;
5034;Ecole;NN;
;Marocaine;NN;
;Sciences;NNS;
;l'Ingénieur;NN;
5035;1999-2001;JJ;
;diplôme;NN;
;Technicien;NN;
;Spécialisé;NN;
;Automatisation;NN;
;Instrumentation;NN;
;Industrielle;NNP;
5036;Institut;NNP;
;Supérieur;NN;
;Industrielle;NNP;
;Casablanca;NN;
;ISIC;NN;
5037;1998-1999;JJ;
;Baccalauréat;NN;
;serie;NN;
;sciences;NNS;
;Expérimentales;NNS;
5038;Experience;NN;
;Professionnelle;NNP;
5039;Depuis;NN;
;25/11/2013;CD;
;Chef;NN;
;projet;NN;
;chez;NN;
;Groupe;NN;
;Espagnole;NN;
;INDRA;NN;
5040;SISTEMAS;NN;
5041;Encadrer;NN;
;gérer;NN;
;service;NN;
;Automatisme;NN;
5042;Etudier;NN;
;Superviser;NN;
;programmation;NN;
;mise;NN;
;service;NN;
5043;barrages;NNS;
;hydro-électriques;NNS;
;ONEE;NN;
5044;Planifier;NN;
;cordonner;NN;
;service;NN;
;électrique;NN;
;montage;NN;
;ONEE;NN;
5045;Elaborer;NN;
;valider;NN;
;logique;NN;
;contrôle;NN;
;client;NN;
;finale;NN;
;ONEE;NN;
5046;Formation;NN;
;exploitation;NN;
;maintenance;NN;
;systeme;NN;
;contréle;NN;
;commande;NN;
;PCS7;NN;
5047;armoires;NNS;
;électriques;NNS;
;ONEE;NN;
5048;Géré;NN;
;service;NN;
;électrique;NN;
;projet;NN;
;sureté;NN;
;Surveillance;NN;
;électronique;NN;
;complexe;NN;
;OCP;NN;
;SAFI;NN;
5049;Ordonnancement;NN;
;pilotage;NN;
;coordination;NN;
;d'Etudes;NNS;
;Travaux;NN;
;client;NN;
;OCP;NN;
5050;Géré;NN;
;suivi;NN;
;pieces;NNS;
;rechanges;NNS;
;garanties;NNS;
;fournisseurs;NNS;
;projet;NN;
;OCP;NN;
;SAFI;NN;
5051;15/03/2004;CD;
;15/11/2013;CD;
;Ingénieur;NN;
;Automaticien;NN;
;metteur;NN;
;service;NN;
5052;bureau;NN;
;d'études;NNS;
;MAPICER;NN;
;GROUPE;NN;
;SNEF;NN;
5053;Map;NN;
;cer;NN;
5054;LiF;NN;
;SMeEF;NN;
5055;Etude;NN;
;réalisation;NN;
;électrique;NN;
;Armoires;NNS;
;MCC;NN;
;Répartiteur;NN;
;logique;NN;
5056;analogique;NN;
;Auxiliaire;NN;
;Baie;NN;
;annexe;NN;
;220VAC.48VDC.24VDC;CD;
5057;Etude;NN;
;Programmation;NN;
;automatisme;NN;
;logiciel;NN;
;ADE;NN;
;PARACODE;NN;
;société;NN;
;APV;NN;
5058;France;NNP;
;Gestion;NN;
;supervision;NN;
;produits;NNS;
;laitiers;NNS;
5059;établissement;NN;
;analyse;NN;
;fonctionnelle;NN;
;architecture;NN;
;systeme;NN;
;programmation;NN;
;mise;NN;
;service;NN;
5060;FAT;NN;
;factory;NN;
;acceptance;NN;
;test;NN;
;systeme;NN;
;contrôle;NN;
;commande;NN;
;Step5;NN;
;Step7;NN;
;PCS7;NN;
5061;Wincc;NN;
;Wincc;NN;
;flexible;JJ;
;Protools;NNS;
;Siemens;NNS;
;System;NN;
;ACS;NN;
;800xA;CD;
;ABB;NNP;
;...;:;
5062;01/02/2003;CD;
;30/08/2003;CD;
;Responsable;JJ;
;chaine;NN;
;production;NN;
;société;NN;
;VALEO;NN;
5063;RENAULT;NN;
;Cablea;NN;
;Maroc;NN;
5064;mois;NN;
;service;NN;
;technique;NN;
;societe;NN;
;MAROC;NN;
;PROCESS;NN;
;#NOM?;NN;
5065;Etalonnage;NN;
;configuration;NN;
;l'instrumentation;NN;
5066;Câblage;NN;
;armoires;NNS;
;électriques;NNS;
5067;Participation;NN;
;maintenance;NN;
;préventive;NN;
;curative;NN;
;équipements;NNS;
;électriques;NNS;
5068;ans;NNS;
;stage;NN;
;alterné;NN;
;service;NN;
;maintenance;NN;
;machines;NNS;
;PICK;NN;
;PLACE;NN;
5069;sein;NN;
;Dela;NN;
;société;NN;
;STMicroelectronics;NNS;
;Bouskoura;NN;
5070;Microelectronics;NNS;
5071;Compétences;NNS;
;Techniques;NNS;
;Managerielles;NNS;
5072;Logiciel;NN;
;AUTocad;NN;
;schémas;NN;
;électriques;NNS;
;BT/;NN;
;Analyse;NN;
;organique;NN;
;...;:;
5073;Logiciel;NN;
;Microsoft;NNP;
;office;NN;
;word;NN;
;Excel;NN;
;PowerPoint;NN;
;Outlook;NN;
5074;Bibliotheques;NNS;
;programmation;NN;
;Blocs;NN;
;CEMAT-siemens;NNS;
;Blocs;NN;
;CTG;NN;
;Italcementi;NNS;
;Group;NNP;
;Ciment;NN;
5075;Maroc;NN;
;Blocs;NN;
;ICER;NN;
;Blocs;NN;
;BMI;NN;
;System;NN;
;800Xa;CD;
;ABB;NNP;
5076;Etablissement;NN;
;analyse;NN;
;organique;NN;
;fonctionnelle;NN;
5077;Electricité;NN;
;industrielle;NN;
;étude;NN;
;réalisation;NN;
5078;Automates;NNS;
;programmables;NNS;
;industriels;NNS;
;SIEMENS;NN;
;simocode;NN;
;ABB;NNP;
;Allen;NNP;
;Bradelly;RB;
5079;ABB;NNP;
;800xA;CD;
;PCS7;NN;
;STEP7;NN;
;STEP5;NN;
;MICROWIN;NN;
;PROTOOL;NN;
;WINCC;NN;
;...;:;
5080;Réseaux;NN;
;Industriels;NNS;
;Profibus;NN;
;ASI-PA;JJ;
;Ethernet;NN;
;Profinet;NN;
;TCP/IP;NN;
;Modbus;NN;
5081;Regulation;NN;
;PID;NN;
;Vitesse;NN;
;Température;NN;
;Debit;NN;
;Volume;NN;
;Pression;NN;
5082;Formation;NN;
;électriciens;NNS;
;automaticiens;NNS;
;systeme;NN;
5083;support;NN;
;technique;NN;
;cellule;NN;
;chiffrage;NN;
5084;Visite;NN;
;lieu;NN;
;Etude;NN;
;faisabilité;NN;
5086;Definition;NN;
;besoins;NNS;
;matériels;NNS;
;logiciels;NNS;
;gardant;NN;
;maitrise;NN;
;budget;NN;
;respect;NN;
;cahier;NN;
5087;charges;NNS;
5088;Participation;NN;
;active;JJ;
;processus;NN;
;consultation;NN;
;fournisseurs;NNS;
;achats;NNS;
5089;Planification;NN;
;suivit;NN;
;travaux;NN;
5090;Redaction;NN;
;documents;NNS;
;standards;NNS;
;nécessaires;NNS;
;l'étude;NN;
;mise;NN;
;service;NN;
5092;Accompagnement;NN;
;technique;NN;
;client;NN;
;final;JJ;
;prise;NN;
;compte;NN;
;besoins;NNS;
;spécifiques;NNS;
5093;automatisme;NN;
;instrumentation;NN;
;durant;NN;
;déroulement;NN;
;projet;NN;
5094;Systeme;NN;
;mangement;NN;
;qualité;NN;
;SMQ;NN;
5095;Méthodes;NNS;
;Outils;NNS;
;Maintenance;NN;
;Industrielle;NNP;
5096;Grands;NNS;
;Projets;NNS;
;Realises;NNS;
5097;INDRA;NN;
;SISTEMAS;NN;
5098;Barrages;NNS;
;Hydro-électriques;NNS;
;Etudier;NN;
;fonctionnement;NN;
5099;Superviser;NN;
;programmation;NN;
;mise;NN;
;service;NN;
;barrages;NNS;
5100;hydro-électriques;NNS;
;ONEE;NN;
;ELMASSIRA;NN;
;DAOURAT;NN;
;IMFOUT;NN;
5101;MOHAMED;NN;
5102;Sécurité;NN;
;surveillance;NN;
;OCP;NN;
;SAFI;NN;
;MCH;NN;
;MP1;NN;
;MP2;NN;
;Gere;RB;
;service;NN;
;électrique;NN;
;projet;NN;
5103;Sûreté;NN;
;Surveillance;NN;
;électronique;NN;
;complexe;NN;
;OCP;NN;
;SAFI;NN;
;coordination;NN;
;client;NN;
;OCP;NN;
5104;fournisseurs;NNS;
;études;NNS;
;électrique;NN;
;reserves;NNS;
;techniques;NNS;
;documentations;NNS;
;garanties;NNS;
;pieces;NNS;
5105;rechanges;NNS;
5106;Cimenterie;NN;
;Ciments;NNS;
;Atlas;NNS;
;Ben;NNP;
;Ahmed;NNP;
;Beni;NN;
;Mellal;NN;
;Groupe;NN;
;ADOHHA;NN;
5107;Broyeur;NN;
;Cru;NN;
;Amont;NN;
;Four;CD;
;établissement;NN;
;analyse;NN;
;fonctionnelle;NN;
5108;Sane;NN;
;aia;NN;
5109;programmation;NN;
;FAT;NN;
;mise;NN;
;service;NN;
;System;NN;
;ACS;NN;
;800xA;CD;
;ABB;NNP;
5110;Cimenterie;NN;
;CIMAR;NN;
;Marrakech;NN;
;Groupe;NN;
;CTG;NN;
;Italcementi;NNS;
;Ciment;NN;
;Maroc;NN;
5111;Refroidisseur;NN;
;IKN;NN;
;établissement;NN;
;l'analyse;NN;
;fonctionnelle;NN;
;étude;NN;
5112;programmation;NN;
;mise;NN;
;service;NN;
;systeme;NN;
;controle;NN;
;commande;NN;
5113;peed;NN;
5114;siemens;NNS;
;PCS7;NN;
;V7.0;NN;
;standard;NN;
;CTG;NN;
;Italcementi;NNS;
;group;NN;
;automate;NN;
;417-3DP;JJ;
5115;Ciments;NNS;
;Maroc;NN;
5116;Broyeur;NN;
;Cru2;NN;
;établissement;NN;
;l'analyse;NN;
;fonctionnelle;NN;
;etude;NN;
5117;programmation;NN;
;systeme;NN;
;contrôle;NN;
;commande;NN;
;siemens;NNS;
;PCS7;NN;
5118;Itaicementi;NNS;
;Group;NNP;
5119;V7.0;NN;
;standard;NN;
;CTG;NN;
;Italcementi;NNS;
;group;NN;
;automate;NN;
;417;CD;
5120;Formation;NN;
;électriciens;NNS;
;automaticien;NN;
;systeme;NN;
;standard;NN;
5121;CTG;NN;
